As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive Old,Netflix Release Date,Days In Top 10,Viewership Score,Netflix Exclusive,Streak,Rank Last Week
27/04/20,5,4,7,Waco,TV Show,,"Apr 16, 2020",9,54,No,4,7
28/04/20,4,3,-,"Coronavirus, Explained",TV Show,Yes,"Apr 26, 2020",2,15,Yes,3,NA
28/04/20,10,8,-,Django Unchained,Movie,,"Oct 25, 2014",3,5,No,8,NA
28/04/20,1,1,-,Extraction,Movie,Yes,"Apr 24, 2020",4,40,Yes,1,NA
28/04/20,6,-,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",1,5,Yes,-1,NA
28/04/20,2,2,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",13,107,Yes,2,2
28/04/20,9,9,7,Ozark,TV Show,Yes,"Jul 21, 2017",32,235,Yes,9,7
28/04/20,3,7,-,The Last Kingdom,TV Show,,"Jul 10, 2016",2,12,No,7,NA
28/04/20,5,4,-,The Willoughbys,Movie,Yes,"Apr 22, 2020",6,47,Yes,4,NA
28/04/20,8,6,1,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",11,83,Yes,6,1
28/04/20,7,5,4,Waco,TV Show,,"Apr 16, 2020",10,58,No,5,4
29/04/20,8,4,-,"Coronavirus, Explained",TV Show,Yes,"Apr 26, 2020",3,18,Yes,4,NA
29/04/20,10,10,-,Django Unchained,Movie,,"Oct 25, 2014",4,6,No,10,NA
29/04/20,1,1,-,Extraction,Movie,Yes,"Apr 24, 2020",5,50,Yes,1,NA
29/04/20,2,6,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",2,14,Yes,6,NA
29/04/20,3,2,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",14,115,Yes,2,2
29/04/20,7,9,7,Ozark,TV Show,Yes,"Jul 21, 2017",33,239,Yes,9,7
29/04/20,4,3,-,The Last Kingdom,TV Show,,"Jul 10, 2016",3,19,No,3,NA
29/04/20,5,5,-,The Willoughbys,Movie,Yes,"Apr 22, 2020",7,53,Yes,5,NA
29/04/20,9,8,1,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",12,85,Yes,8,1
29/04/20,6,7,4,Waco,TV Show,,"Apr 16, 2020",11,63,No,7,4
30/04/20,9,10,-,Django Unchained,Movie,,"Oct 25, 2014",5,8,No,10,NA
30/04/20,2,1,-,Extraction,Movie,Yes,"Apr 24, 2020",6,59,Yes,1,NA
30/04/20,5,-,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",1,6,Yes,-1,NA
30/04/20,1,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",3,24,Yes,2,NA
30/04/20,3,3,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",15,123,Yes,3,2
30/04/20,8,7,6,Ozark,TV Show,Yes,"Jul 21, 2017",34,242,Yes,7,6
30/04/20,4,4,-,The Last Kingdom,TV Show,,"Jul 10, 2016",4,26,No,4,NA
30/04/20,6,5,4,The Willoughbys,Movie,Yes,"Apr 22, 2020",8,58,Yes,5,4
30/04/20,10,9,1,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",13,86,Yes,9,1
30/04/20,7,6,3,Waco,TV Show,,"Apr 16, 2020",12,67,No,6,3
01/05/20,2,-,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",1,9,Yes,-1,NA
01/05/20,4,2,-,Extraction,Movie,Yes,"Apr 24, 2020",7,66,Yes,2,NA
01/05/20,5,5,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",2,12,Yes,5,NA
01/05/20,1,1,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",4,34,Yes,1,NA
01/05/20,3,3,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",16,131,Yes,3,2
01/05/20,9,8,5,Ozark,TV Show,Yes,"Jul 21, 2017",35,244,Yes,8,5
01/05/20,6,4,-,The Last Kingdom,TV Show,,"Jul 10, 2016",5,31,No,4,NA
01/05/20,7,6,1,The Willoughbys,Movie,Yes,"Apr 22, 2020",9,62,Yes,6,1
01/05/20,10,10,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",14,87,Yes,10,3
01/05/20,8,7,4,Waco,TV Show,,"Apr 16, 2020",13,70,No,7,4
02/05/20,8,-,-,All Day and a Night,Movie,Yes,"May 1, 2020",1,3,Yes,-1,NA
02/05/20,1,2,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",2,19,Yes,2,NA
02/05/20,4,4,1,Extraction,Movie,Yes,"Apr 24, 2020",8,73,Yes,4,1
02/05/20,5,5,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",3,18,Yes,5,NA
02/05/20,2,1,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",5,43,Yes,1,NA
02/05/20,3,3,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",17,139,Yes,3,3
02/05/20,9,9,6,Ozark,TV Show,Yes,"Jul 21, 2017",36,246,Yes,9,6
02/05/20,6,6,-,The Last Kingdom,TV Show,,"Jul 10, 2016",6,36,No,6,NA
02/05/20,7,7,2,The Willoughbys,Movie,Yes,"Apr 22, 2020",10,66,Yes,7,2
02/05/20,10,8,5,Waco,TV Show,,"Apr 16, 2020",14,71,No,8,5
03/05/20,5,8,-,All Day and a Night,Movie,Yes,"May 1, 2020",2,9,Yes,8,NA
03/05/20,1,1,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",3,29,Yes,1,NA
03/05/20,7,-,-,Den of Thieves,Movie,,"May 1, 2020",1,4,No,-1,NA
03/05/20,4,4,1,Extraction,Movie,Yes,"Apr 24, 2020",9,80,Yes,4,1
03/05/20,6,-,-,Hollywood,TV Show,Yes,"May 1, 2020",1,5,Yes,-1,NA
03/05/20,8,5,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",4,21,Yes,5,NA
03/05/20,2,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",6,52,Yes,2,NA
03/05/20,3,3,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",18,147,Yes,3,2
03/05/20,9,-,-,The Half of It,Movie,Yes,"May 1, 2020",1,2,Yes,-1,NA
03/05/20,10,6,-,The Last Kingdom,TV Show,,"Jul 10, 2016",7,37,No,6,NA
04/05/20,4,5,-,All Day and a Night,Movie,Yes,"May 1, 2020",3,16,Yes,5,NA
04/05/20,1,1,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",4,39,Yes,1,NA
04/05/20,7,7,-,Den of Thieves,Movie,,"May 1, 2020",2,8,No,7,NA
04/05/20,6,4,1,Extraction,Movie,Yes,"Apr 24, 2020",10,85,Yes,4,1
04/05/20,3,6,-,Hollywood,TV Show,Yes,"May 1, 2020",2,13,Yes,6,NA
04/05/20,8,8,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",5,24,Yes,8,NA
04/05/20,5,2,-,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",7,58,Yes,2,NA
04/05/20,2,3,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",19,156,Yes,3,2
04/05/20,10,9,-,The Half of It,Movie,Yes,"May 1, 2020",2,3,Yes,9,NA
04/05/20,9,10,7,The Last Kingdom,TV Show,,"Jul 10, 2016",8,39,No,10,7
05/05/20,5,4,-,All Day and a Night,Movie,Yes,"May 1, 2020",4,22,Yes,4,NA
05/05/20,8,-,-,Arctic Dogs,Movie,,"May 4, 2020",1,3,No,-1,NA
05/05/20,2,1,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",5,48,Yes,1,NA
05/05/20,6,7,-,Den of Thieves,Movie,,"May 1, 2020",3,13,No,7,NA
05/05/20,7,6,1,Extraction,Movie,Yes,"Apr 24, 2020",11,89,Yes,6,1
05/05/20,3,3,-,Hollywood,TV Show,Yes,"May 1, 2020",3,21,Yes,3,NA
05/05/20,10,8,-,Murder to Mercy: The Cyntoi…,Movie,Yes,"Apr 29, 2020",6,25,Yes,8,NA
05/05/20,4,5,6,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",8,65,Yes,5,6
05/05/20,1,2,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",20,166,Yes,2,2
05/05/20,9,9,3,The Last Kingdom,TV Show,,"Jul 10, 2016",9,41,No,9,3
06/05/20,7,5,-,All Day and a Night,Movie,Yes,"May 1, 2020",5,26,Yes,5,NA
06/05/20,3,8,-,Arctic Dogs,Movie,,"May 4, 2020",2,11,No,8,NA
06/05/20,4,2,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",6,55,Yes,2,NA
06/05/20,8,6,-,Den of Thieves,Movie,,"May 1, 2020",4,16,No,6,NA
06/05/20,9,7,1,Extraction,Movie,Yes,"Apr 24, 2020",12,91,Yes,7,1
06/05/20,2,3,-,Hollywood,TV Show,Yes,"May 1, 2020",4,30,Yes,3,NA
06/05/20,6,-,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,"May 5, 2020",1,5,Yes,-1,NA
06/05/20,5,4,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",9,71,Yes,4,2
06/05/20,1,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",21,176,Yes,1,3
06/05/20,10,9,4,The Last Kingdom,TV Show,,"Jul 10, 2016",10,42,No,9,4
07/05/20,10,7,-,All Day and a Night,Movie,Yes,"May 1, 2020",6,27,Yes,7,NA
07/05/20,8,3,-,Arctic Dogs,Movie,,"May 4, 2020",3,14,No,3,NA
07/05/20,5,-,-,Becoming,Movie,Yes,"May 6, 2020",1,6,Yes,-1,NA
07/05/20,6,4,-,Dangerous Lies,Movie,Yes,"Apr 30, 2020",7,60,Yes,4,NA
07/05/20,9,8,-,Den of Thieves,Movie,,"May 1, 2020",5,18,No,8,NA
07/05/20,2,2,-,Hollywood,TV Show,Yes,"May 1, 2020",5,39,Yes,2,NA
07/05/20,3,6,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,"May 5, 2020",2,13,Yes,6,NA
07/05/20,4,5,1,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",10,78,Yes,5,1
07/05/20,1,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",22,186,Yes,1,3
07/05/20,7,-,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",1,4,Yes,-1,NA
08/05/20,8,8,-,Arctic Dogs,Movie,,"May 4, 2020",4,17,No,8,NA
08/05/20,3,5,-,Becoming,Movie,Yes,"May 6, 2020",2,14,Yes,5,NA
08/05/20,9,6,2,Dangerous Lies,Movie,Yes,"Apr 30, 2020",8,62,Yes,6,2
08/05/20,7,9,-,Den of Thieves,Movie,,"May 1, 2020",6,22,No,9,NA
08/05/20,2,2,-,Hollywood,TV Show,Yes,"May 1, 2020",6,48,Yes,2,NA
08/05/20,5,3,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,"May 5, 2020",3,19,Yes,3,NA
08/05/20,6,4,1,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",11,83,Yes,4,1
08/05/20,1,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",23,196,Yes,1,3
08/05/20,10,-,9,Ozark,TV Show,Yes,"Jul 21, 2017",37,247,Yes,-1,9
08/05/20,4,7,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",2,11,Yes,7,NA
09/05/20,5,3,-,Becoming,Movie,Yes,"May 6, 2020",3,20,Yes,3,NA
09/05/20,1,-,-,Dead to Me,TV Show,Yes,"May 3, 2019",1,10,Yes,-1,NA
09/05/20,9,7,-,Den of Thieves,Movie,,"May 1, 2020",7,24,No,7,NA
09/05/20,3,2,-,Hollywood,TV Show,Yes,"May 1, 2020",7,56,Yes,2,NA
09/05/20,8,5,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,"May 5, 2020",4,22,Yes,5,NA
09/05/20,7,6,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",12,87,Yes,6,2
09/05/20,2,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",24,205,Yes,1,3
09/05/20,6,-,-,Sleepless,Movie,,"May 9, 2020",1,5,No,-1,NA
09/05/20,10,-,-,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",15,88,Yes,-1,NA
09/05/20,4,4,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",3,18,Yes,4,NA
10/05/20,5,5,-,Becoming,Movie,Yes,"May 6, 2020",4,26,Yes,5,NA
10/05/20,1,1,-,Dead to Me,TV Show,Yes,"May 3, 2019",2,20,Yes,1,NA
10/05/20,7,9,7,Den of Thieves,Movie,,"May 1, 2020",8,28,No,9,7
10/05/20,9,-,4,Extraction,Movie,Yes,"Apr 24, 2020",13,93,Yes,-1,4
10/05/20,4,3,6,Hollywood,TV Show,Yes,"May 1, 2020",8,63,Yes,3,6
10/05/20,8,8,-,Jerry Seinfeld: 23 Hours to…,Stand-Up Comedy,Yes,"May 5, 2020",5,25,Yes,8,NA
10/05/20,10,7,2,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",13,88,Yes,7,2
10/05/20,2,2,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",25,214,Yes,2,3
10/05/20,3,6,-,Sleepless,Movie,,"May 9, 2020",2,13,No,6,NA
10/05/20,6,4,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",4,23,Yes,4,NA
11/05/20,6,5,-,Becoming,Movie,Yes,"May 6, 2020",5,31,Yes,5,NA
11/05/20,1,1,-,Dead to Me,TV Show,Yes,"May 3, 2019",3,30,Yes,1,NA
11/05/20,8,7,7,Den of Thieves,Movie,,"May 1, 2020",9,31,No,7,7
11/05/20,7,9,6,Extraction,Movie,Yes,"Apr 24, 2020",14,97,Yes,9,6
11/05/20,5,4,3,Hollywood,TV Show,Yes,"May 1, 2020",9,69,Yes,4,3
11/05/20,3,-,-,John Henry,Movie,,"May 9, 2020",1,8,No,-1,NA
11/05/20,2,2,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",26,223,Yes,2,2
11/05/20,10,-,-,Ozark,TV Show,Yes,"Jul 21, 2017",38,248,Yes,-1,NA
11/05/20,4,3,-,Sleepless,Movie,,"May 9, 2020",3,20,No,3,NA
11/05/20,9,6,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",5,25,Yes,6,NA
12/05/20,1,1,-,Dead to Me,TV Show,Yes,"May 3, 2019",4,40,Yes,1,NA
12/05/20,6,-,-,Greyâs Anatomy,TV Show,,"Sep 15, 2014",1,5,No,-1,NA
12/05/20,5,5,3,Hollywood,TV Show,Yes,"May 1, 2020",10,75,Yes,5,3
12/05/20,2,3,-,John Henry,Movie,,"May 9, 2020",2,17,No,3,NA
12/05/20,9,-,4,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",14,90,Yes,-1,4
12/05/20,3,2,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",27,231,Yes,2,1
12/05/20,7,10,-,Ozark,TV Show,Yes,"Jul 21, 2017",39,252,Yes,10,NA
12/05/20,4,4,-,Sleepless,Movie,,"May 9, 2020",4,27,No,4,NA
12/05/20,10,-,9,The Last Kingdom,TV Show,,"Jul 10, 2016",11,43,No,-1,9
12/05/20,8,9,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",6,28,Yes,9,NA
13/05/20,1,1,-,Dead to Me,TV Show,Yes,"May 3, 2019",5,50,Yes,1,NA
13/05/20,6,6,-,Greyâs Anatomy,TV Show,,"Sep 15, 2014",2,10,No,6,NA
13/05/20,5,-,-,Have a Good Trip: Adventure…,Movie,Yes,"May 11, 2020",1,6,Yes,-1,NA
13/05/20,8,5,2,Hollywood,TV Show,Yes,"May 1, 2020",11,78,Yes,5,2
13/05/20,10,-,-,House at the End of the Street,Movie,,"May 8, 2013",1,1,No,-1,NA
13/05/20,2,2,-,John Henry,Movie,,"May 9, 2020",3,26,No,2,NA
13/05/20,3,3,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",28,239,Yes,3,1
13/05/20,9,7,-,Ozark,TV Show,Yes,"Jul 21, 2017",40,254,Yes,7,NA
13/05/20,4,4,-,Sleepless,Movie,,"May 9, 2020",5,34,No,4,NA
13/05/20,7,-,-,Trial by Media,TV Show,Yes,"May 11, 2020",1,4,Yes,-1,NA
14/05/20,1,1,-,Dead to Me,TV Show,Yes,"May 3, 2019",6,60,Yes,1,NA
14/05/20,7,6,-,Greyâs Anatomy,TV Show,,"Sep 15, 2014",3,14,No,6,NA
14/05/20,6,5,-,Have a Good Trip: Adventure…,Movie,Yes,"May 11, 2020",2,11,Yes,5,NA
14/05/20,10,8,2,Hollywood,TV Show,Yes,"May 1, 2020",12,79,Yes,8,2
14/05/20,4,2,-,John Henry,Movie,,"May 9, 2020",4,33,No,2,NA
14/05/20,3,3,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",29,247,Yes,3,1
14/05/20,9,9,-,Ozark,TV Show,Yes,"Jul 21, 2017",41,256,Yes,9,NA
14/05/20,8,4,-,Sleepless,Movie,,"May 9, 2020",6,37,No,4,NA
14/05/20,2,-,-,The Wrong Missy,Movie,Yes,"May 13, 2020",1,9,Yes,-1,NA
14/05/20,5,7,-,Trial by Media,TV Show,Yes,"May 11, 2020",2,10,Yes,7,NA
15/05/20,2,1,-,Dead to Me,TV Show,Yes,"May 3, 2019",7,69,Yes,1,NA
15/05/20,7,7,-,Greyâs Anatomy,TV Show,,"Sep 15, 2014",4,18,No,7,NA
15/05/20,9,6,-,Have a Good Trip: Adventure…,Movie,Yes,"May 11, 2020",3,13,Yes,6,NA
15/05/20,10,10,2,Hollywood,TV Show,Yes,"May 1, 2020",13,80,Yes,10,2
15/05/20,5,4,-,John Henry,Movie,,"May 9, 2020",5,39,No,4,NA
15/05/20,4,3,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",30,254,Yes,3,1
15/05/20,8,9,10,Ozark,TV Show,Yes,"Jul 21, 2017",42,259,Yes,9,10
15/05/20,3,-,-,Riverdale,TV Show,,"May 19, 2017",1,8,No,-1,NA
15/05/20,1,2,-,The Wrong Missy,Movie,Yes,"May 13, 2020",2,19,Yes,2,NA
15/05/20,6,5,-,Trial by Media,TV Show,Yes,"May 11, 2020",3,15,Yes,5,NA
16/05/20,2,2,1,Dead to Me,TV Show,Yes,"May 3, 2019",8,78,Yes,2,1
16/05/20,8,7,-,Greyâs Anatomy,TV Show,,"Sep 15, 2014",5,21,No,7,NA
16/05/20,10,9,-,Have a Good Trip: Adventure…,Movie,Yes,"May 11, 2020",4,14,Yes,9,NA
16/05/20,6,5,-,John Henry,Movie,,"May 9, 2020",6,44,No,5,NA
16/05/20,4,4,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",31,261,Yes,4,2
16/05/20,9,8,-,Ozark,TV Show,Yes,"Jul 21, 2017",43,261,Yes,8,NA
16/05/20,3,3,-,Riverdale,TV Show,,"May 19, 2017",2,16,No,3,NA
16/05/20,1,1,-,The Wrong Missy,Movie,Yes,"May 13, 2020",3,29,Yes,1,NA
16/05/20,7,6,-,Trial by Media,TV Show,Yes,"May 11, 2020",4,19,Yes,6,NA
16/05/20,5,-,-,White Lines,TV Show,Yes,"May 15, 2020",1,6,Yes,-1,NA
17/05/20,2,2,1,Dead to Me,TV Show,Yes,"May 3, 2019",9,87,Yes,2,1
17/05/20,10,10,-,Have a Good Trip: Adventure…,Movie,Yes,"May 11, 2020",5,15,Yes,10,NA
17/05/20,7,6,-,John Henry,Movie,,"May 9, 2020",7,48,No,6,NA
17/05/20,8,-,-,Magic for Humans,TV Show,Yes,"Aug 17, 2018",1,3,Yes,-1,NA
17/05/20,5,4,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",32,267,Yes,4,2
17/05/20,6,-,-,Public Enemies,Movie,,"May 16, 2020",1,5,No,-1,NA
17/05/20,3,3,-,Riverdale,TV Show,,"May 19, 2017",3,24,No,3,NA
17/05/20,1,1,-,The Wrong Missy,Movie,Yes,"May 13, 2020",4,39,Yes,1,NA
17/05/20,9,7,-,Trial by Media,TV Show,Yes,"May 11, 2020",5,21,Yes,7,NA
17/05/20,4,5,-,White Lines,TV Show,Yes,"May 15, 2020",2,13,Yes,5,NA
18/05/20,2,2,1,Dead to Me,TV Show,Yes,"May 3, 2019",10,96,Yes,2,1
18/05/20,9,7,3,John Henry,Movie,,"May 9, 2020",8,50,No,7,3
18/05/20,8,8,-,Magic for Humans,TV Show,Yes,"Aug 17, 2018",2,6,Yes,8,NA
18/05/20,6,5,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",33,272,Yes,5,2
18/05/20,4,6,-,Public Enemies,Movie,,"May 16, 2020",2,12,No,6,NA
18/05/20,3,3,-,Riverdale,TV Show,,"May 19, 2017",4,32,No,3,NA
18/05/20,7,-,-,Soul Surfer,Movie,,"May 17, 2020",1,4,No,-1,NA
18/05/20,1,1,-,The Wrong Missy,Movie,Yes,"May 13, 2020",5,49,Yes,1,NA
18/05/20,10,9,-,Trial by Media,TV Show,Yes,"May 11, 2020",6,22,Yes,9,NA
18/05/20,5,4,-,White Lines,TV Show,Yes,"May 15, 2020",3,19,Yes,4,NA
19/05/20,1,-,-,Avatar: The Last Airbender,TV Show,,"May 15, 2020",1,10,No,-1,NA
19/05/20,4,2,1,Dead to Me,TV Show,Yes,"May 3, 2019",11,103,Yes,2,1
19/05/20,9,8,-,Magic for Humans,TV Show,Yes,"Aug 17, 2018",3,8,Yes,8,NA
19/05/20,7,6,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",34,276,Yes,6,3
19/05/20,10,-,7,Ozark,TV Show,Yes,"Jul 21, 2017",44,262,Yes,-1,7
19/05/20,8,4,-,Public Enemies,Movie,,"May 16, 2020",3,15,No,4,NA
19/05/20,3,3,-,Riverdale,TV Show,,"May 19, 2017",5,40,No,3,NA
19/05/20,5,7,-,Soul Surfer,Movie,,"May 17, 2020",2,10,No,7,NA
19/05/20,2,1,-,The Wrong Missy,Movie,Yes,"May 13, 2020",6,58,Yes,1,NA
19/05/20,6,5,-,White Lines,TV Show,Yes,"May 15, 2020",4,24,Yes,5,NA
20/05/20,1,1,-,Avatar: The Last Airbender,TV Show,,"May 15, 2020",2,20,No,1,NA
20/05/20,4,4,1,Dead to Me,TV Show,Yes,"May 3, 2019",12,110,Yes,4,1
20/05/20,10,9,-,Magic for Humans,TV Show,Yes,"Aug 17, 2018",4,9,Yes,9,NA
20/05/20,7,7,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",35,280,Yes,7,3
20/05/20,9,8,-,Public Enemies,Movie,,"May 16, 2020",4,17,No,8,NA
20/05/20,3,3,-,Riverdale,TV Show,,"May 19, 2017",6,48,No,3,NA
20/05/20,8,5,-,Soul Surfer,Movie,,"May 17, 2020",3,13,No,5,NA
20/05/20,5,-,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",1,6,Yes,-1,NA
20/05/20,2,2,-,The Wrong Missy,Movie,Yes,"May 13, 2020",7,67,Yes,2,NA
20/05/20,6,6,-,White Lines,TV Show,Yes,"May 15, 2020",5,29,Yes,6,NA
21/05/20,1,1,-,Avatar: The Last Airbender,TV Show,,"May 15, 2020",3,30,No,1,NA
21/05/20,4,4,1,Dead to Me,TV Show,Yes,"May 3, 2019",13,117,Yes,4,1
21/05/20,8,7,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",36,283,Yes,7,3
21/05/20,10,9,-,Public Enemies,Movie,,"May 16, 2020",5,18,No,9,NA
21/05/20,3,3,-,Riverdale,TV Show,,"May 19, 2017",7,56,No,3,NA
21/05/20,9,8,-,Soul Surfer,Movie,,"May 17, 2020",4,15,No,8,NA
21/05/20,2,5,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",2,15,Yes,5,NA
21/05/20,6,-,-,The Flash,TV Show,,"Oct 6, 2015",1,5,No,-1,NA
21/05/20,5,2,2,The Wrong Missy,Movie,Yes,"May 13, 2020",8,73,Yes,2,2
21/05/20,7,6,-,White Lines,TV Show,Yes,"May 15, 2020",6,33,Yes,6,NA
22/05/20,1,1,-,Avatar: The Last Airbender,TV Show,,"May 15, 2020",4,40,No,1,NA
22/05/20,4,4,2,Dead to Me,TV Show,Yes,"May 3, 2019",14,124,Yes,4,2
22/05/20,8,8,4,Outer Banks,TV Show,Yes,"Apr 15, 2020",37,286,Yes,8,4
22/05/20,10,10,-,Public Enemies,Movie,,"May 16, 2020",6,19,No,10,NA
22/05/20,3,3,3,Riverdale,TV Show,,"May 19, 2017",8,64,No,3,3
22/05/20,9,9,-,Soul Surfer,Movie,,"May 17, 2020",5,17,No,9,NA
22/05/20,2,2,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",3,24,Yes,2,NA
22/05/20,6,6,-,The Flash,TV Show,,"Oct 6, 2015",2,10,No,6,NA
22/05/20,5,5,1,The Wrong Missy,Movie,Yes,"May 13, 2020",9,79,Yes,5,1
22/05/20,7,7,-,White Lines,TV Show,Yes,"May 15, 2020",7,37,Yes,7,NA
23/05/20,1,1,-,Avatar: The Last Airbender,TV Show,,"May 15, 2020",5,50,No,1,NA
23/05/20,5,4,2,Dead to Me,TV Show,Yes,"May 3, 2019",15,130,Yes,4,2
23/05/20,10,-,-,Just Go With It,Movie,,"May 22, 2020",1,1,No,-1,NA
23/05/20,9,8,4,Outer Banks,TV Show,Yes,"Apr 15, 2020",38,288,Yes,8,4
23/05/20,4,3,3,Riverdale,TV Show,,"May 19, 2017",9,71,No,3,3
23/05/20,2,2,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",4,33,Yes,2,NA
23/05/20,7,6,-,The Flash,TV Show,,"Oct 6, 2015",3,14,No,6,NA
23/05/20,3,-,-,The Lovebirds,Movie,Yes,"May 22, 2020",1,8,Yes,-1,NA
23/05/20,6,5,1,The Wrong Missy,Movie,Yes,"May 13, 2020",10,84,Yes,5,1
23/05/20,8,7,5,White Lines,TV Show,Yes,"May 15, 2020",8,40,Yes,7,5
24/05/20,2,1,-,Avatar: The Last Airbender,TV Show,,"May 15, 2020",6,59,No,1,NA
24/05/20,6,5,2,Dead to Me,TV Show,Yes,"May 3, 2019",16,135,Yes,5,2
24/05/20,5,10,-,Just Go With It,Movie,,"May 22, 2020",2,7,No,10,NA
24/05/20,10,9,5,Outer Banks,TV Show,Yes,"Apr 15, 2020",39,289,Yes,9,5
24/05/20,8,4,3,Riverdale,TV Show,,"May 19, 2017",10,74,No,4,3
24/05/20,1,2,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",5,43,Yes,2,NA
24/05/20,7,7,-,The Flash,TV Show,,"Oct 6, 2015",4,18,No,7,NA
24/05/20,3,3,-,The Lovebirds,Movie,Yes,"May 22, 2020",2,16,Yes,3,NA
24/05/20,4,6,1,The Wrong Missy,Movie,Yes,"May 13, 2020",11,91,Yes,6,1
24/05/20,9,8,4,White Lines,TV Show,Yes,"May 15, 2020",9,42,Yes,8,4
25/05/20,2,2,-,Avatar: The Last Airbender,TV Show,,"May 15, 2020",7,68,No,2,NA
25/05/20,6,6,2,Dead to Me,TV Show,Yes,"May 3, 2019",17,140,Yes,6,2
25/05/20,8,-,-,History 101,TV Show,Yes,"May 22, 2020",1,3,Yes,-1,NA
25/05/20,5,5,-,Just Go With It,Movie,,"May 22, 2020",3,13,No,5,NA
